"<span class=thead>Предмет</span>";"<span class=thead>Задание на 12-16 мая </span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";" Пока что ничего"
"Русский ";" Принести рефераты"
"Химия ";"№216, 223"
"Английский ";" Готовиться к КР по 1 и 2 модулю"
"Алгебра ";"ВРЗА гл.3 №304, 306, 310, 315, 317, 318, 357, 365, 366"
"Геометрия ";" Готовиться к зачету"
"Физика ";"Конспект;Мякишев $78;Гельфгат 14.21-14.25"
"Всемирная история";" $27,28"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Украинская литература";" Читать и конспектировать биографию Винниченко;Читать ""Момент"""
"Мировая литература";" Готовить разбор персонажей"
"Физика ";" Гельфгат №7.21, 7.33, 7.34, 7.37, 7.42"
"История Украины";"Повторить "
"Информатика (1)";"Готовиться к КР по C#"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";" "
"География ";" Готовить презентации далее по плану"
"Химия ";" "
"Физика ";" "
"Информатика (2)";" Готовиться к КР по C#"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";" "
"Защита Отечества";" "
"Украинская литература";" "
"Украинский ";" "
"Биология ";"Читать $26-28;По $26 готовиться писать диктант"
"Физика ";" "
"Инф.технологии ";"Делать JavaScript"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра ";" "
"Экономика ";" Эссе на тему: ""Взаимосвязь политики и экономики"""
"Биология ";" "
"Худ.культура ";" Готовить доклады далее по плану"
"Алгебра ";" "
"Английский ";" "
