"<span class=thead>Предмет</span>";"<span class=thead>Задание на 17-21 ноября 2014</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Алгебра ";"сделать ДСР"
"Геометрия ";"конспектировать в учебнике с. 143 (таблица с рисунками), по учебнику № 446а, 447а"
"Укр. лит.";"законспектувати біографію Остапа Вишні"
"Химия ";"дописать цепочку химических превращений"
"Физика ";"конспект; Гончаренко §32-35; Гельфгат-11 №2.1-2.5, 2.8"
"Астрономия ";"конспект "
"Русский ";"Упражнение №104 (списать, вставить знаки препинания)"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"История Украины";" "
"Мировая литература";" "
"Физика ";" "
"Английский ";" "
"Химия ";" "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";" "
"Всемирная история";" "
"Алгебра ";" "
"Инф. технологии";"не будет"
"Информатика ";"делать программы далее по плану"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" "
"Алгебра ";" "
"Биология ";"До конца ноября сдать реферат по теме: ""Центры происхождения культурных растений и животных"" (5 растений, 2 животных)"
"Укр. язык";" "
"Геометрия ";" "
"Физический практикум";" "
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физика ";" "
"Основы экономики";" "
"Укр. лит.";" "
"Защита Отечества";"не задано"
"Английский ";" "
