"<span class=thead>Предмет</span>";"<span class=thead>Задание на 5-8 мая 2015</span>"
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Человек и мир";" выписать этнос,этногенез,нация,этноконфессиональная общность"
"Всемирная История";" читать §25"
"Физкультура ";" не задано"
"Химия ";"290(б,в), 294, 295 "
"Английский ";" WB p.80-81"
"Мир.лит. ";"читать ""Сто лет одиночества"",подготовиться к контрольной работе"
"Физика ";"Сборник ДПА Раздел 17 №д1,д2, д17, в11, в12,в19,подготовиться к контрольной работе "
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Биология ";" читать конспект"
"История Украины";" читать конспект"
"Алгебра ";" п.34 №2,4"
"Геометрия ";" сделать дср"
"Инф. технологии";" сделать 7 и 8 презентации"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Физика ";" не задано(была кр)"
"Алгебра ";" не задано"
"Биология ";" читать конспект"
"Украинский язык";" не задано"
"Геометрия ";" №691,754,758,796"
"Физический практикум";" готовиться к выполнению и сдаче работ"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Алгебра ";"в учебнике тестовое задание №5 c.360-362"
"Художественная культура";" готовить доклады"
"Основы экономики";" сделать таблицу"
"Укр.лит. ";"написати твори: Поезія в творчості Ліни Костенко; Мабуть, щастя в тому, щоб жити і радіти кожній миті(за новелою О.Гончара ""За мить щастя""); Возвеличення земної любові(за новелою ""Три зозулі з поклоном"")"
"Защита Отечества";" читать конспект"
"Физика ";"не задано"
"Английский ";" SB p.78 #4-5,WB p.80-81"
