"<span class=thead>Предмет</span>";"<span class=thead>Задание на 9-13 декабря</span>"
"<span class=ttl1>ПОНЕДЕЛЬНИК</span>";"<hr />"
"Физ.практикум ";"готовим теорию"
"Право ";"пар. 18,20"
"Химия ";"учебник пар. 9 №82-84, 88;<br />методичка пар. 17,19(до окисления неметаллов) и вообще готовить конспект к проверке"
"Укр. лит.";"биография Франко, желательно прочитать ""Мойсей"", выучить 2 стихотворения Франко и рассказать их до 20 декабря"
"Физика ";"конспект!!! Ландсберг (том 1) пар. 251-253,256;<br />Рымкевич № 573, 575, 576(строка 5); Гельфгат № 5.45, 5.47"
"Алгебра ";"домашняя самостоятельная (вариант 1) на листике; Мерзляк (""лесенки"") с. 94 № 138(1,2,6) графики и свойства"
"Геометрия ";"учебник № 240, 241, 243 и повторить все свойства параллельного проектирования"
"Русский ";"составить 12 предложений на правописание слов с ""не"""
"<span class=ttl1>ВТОРНИК</span>";"<hr />"
"Укр. яз.";" "
"Мировая литература";"попытаться представить жизнь старухи-ростовщицы Алены Ивановны (""Преступление и наказание"") так, чтобы ее можно было пожалеть"
"Физика ";" "
"История Украины";"чимтать и конспектировать про вооруженное восстание самостоятельников 3-5 июля 1917 и Корниловский мятеж"
"Всемирная история";"читать и конспектировать про договор в Рапалло, Рурский конфликт и Лондонскую конференцию"
"Информатика (1)";"отдохновенье тем, кто сделал все ужо"
"<span class=ttl1>СРЕДА</span>";"<hr />"
"Алгебра ";"    "
"География ";"конспектировать параграфы (21,22?)"
"Химия ";" "
"Физика ";" "
"Информатика (2)";"кто все сделал, может спокойно жить"
"<span class=ttl1>ЧЕТВЕРГ</span>";"<hr />"
"Геометрия ";" "
"Защита Отечества";"вообще чортъ разберетъ, что делать есмь надобно"
"Воен.-мед. ";"симметрично "
"Укр. лит.";" "
"Биология ";"параграфы 11, 12, 14-18 и по ним, как видимо, контрольная"
"Физика ";" "
"Инф.технологии ";"практику сдать надобно"
"<span class=ttl1>ПЯТНИЦА</span>";"<hr />"
"Физ-ра ";"формально ничего не задают"
"Биология ";" "
"Экономика ";"не задано, была КР"
"География ";" "
"Алгебра ";" "
"Английский ";"SBP. 95, SBP. 122 #3,4; WBP.102-103"
