<span class=thead>Предмет</span>;<span class=thead>Задание на 10-13 марта 2015</span>
<span class=ttl1>ВТОРНИК</span>;<hr />
Человек и мир;охарактеризовать избирательные системы: мажоритарную, пропорциональную и смешанную
Всемирная История;"заполнить таблицу: столбцы: глава государства, государственно-политический строй, экономика, международные организации; строки: Болгария, Польша, Венгрия, Румыния, Чехословакия"
Физкультура ;не задано
Химия ;"учебник &sect; 27, законспектировать химические свойства эстеров (с. 191, 192), № 230, 231, 235, 238"
Английский ;SBP. 66 prepare to listening, WBP. 70 #1
Мир.лит. ;готовиться к обсуждению романа Е.Замятина «Мы»
Физика ;"конспект, Гончаренко &sect; 66, 67, Гельфгат № 13.51-13.55"
<span class=ttl1>СРЕДА</span>;<hr />
Биология ;до конца марта сдать сочинение про типы заповедников, виды растений и животных в Красной книге Украины
История Украины;разобраться в событиях 1991 года
Алгебра ;ДСР № 2-4 (с вариантами как обычно)
Информатика ;делать программы далее по плану
Инф. технологии;не задано
<span class=ttl1>ЧЕТВЕРГ</span>;<hr />
Физика ;
Алгебра ;
Биология ;
Укр. язык;не задано
Геометрия ;Литвиненко № 584, 623а
Физический практикум;готовиться к выполнению работ (первая группа)
<span class=ttl1>ПЯТНИЦА</span>;<hr />
Алгебра ;
Художественная культура;готовить доклады
Основы экономики;не задано
Укр.лит. ;не задано
Защита Отечества;не задано
Физика ; 
Английский ;
